State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Facility Latitude, Facility Longitude, Owner, Operator
"NJ","Mickleton Energy Center","8008","001001","2016","39.8139","-75.2508","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","Middle Energy Center","2382","003001","2015","39.0267","-74.8769","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","Middle Energy Center","2382","004001","2015","39.0267","-74.8769","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","Middle Energy Center","2382","005001","2015","39.0267","-74.8769","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","Missouri Avenue Energy Center","2383","010001","2015","39.3628","-74.4428","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","Missouri Avenue Energy Center","2383","011001","2015","39.3628","-74.4428","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","Missouri Avenue Energy Center","2383","012001","2015","39.3628","-74.4428","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","National Park","2409","1001","2015","39.8617","-75.1836","PSEG","PSEG",
"NJ","Newark Bay Cogen","50385","1001","2015","40.7197","-74.13","Newark Bay Cogen Partnership, LP","Ethos Energy Power Plant Services, Wood Group Power Operations, Inc.",
"NJ","Newark Bay Cogen","50385","1001","2016","40.7197","-74.13","Newark Bay Cogen Partnership, LP","Ethos Energy Power Plant Services",
"NJ","Newark Bay Cogen","50385","2001","2015","40.7197","-74.13","Newark Bay Cogen Partnership, LP","Ethos Energy Power Plant Services, Wood Group Power Operations, Inc.",
"NJ","Newark Bay Cogen","50385","2001","2016","40.7197","-74.13","Newark Bay Cogen Partnership, LP","Ethos Energy Power Plant Services",
"NJ","Newark Energy Center","58079","U001","2015","40.7082","-74.1284","Newark Energy Center, LLC","NAES Corporation",
"NJ","Newark Energy Center","58079","U001","2016","40.7082","-74.1284","Newark Energy Center, LLC","NAES Corporation",
"NJ","Newark Energy Center","58079","U002","2015","40.7082","-74.1284","Newark Energy Center, LLC","NAES Corporation",
"NJ","Newark Energy Center","58079","U002","2016","40.7082","-74.1284","Newark Energy Center, LLC","NAES Corporation",
"NJ","North Jersey Energy Associates","10308","1001","2015","40.439","-74.3444","North Jersey Energy Associates, LP","NextEra Energy Resources",
"NJ","North Jersey Energy Associates","10308","1001","2016","40.439","-74.3444","North Jersey Energy Associates, LP","NextEra Energy Resources",
"NJ","North Jersey Energy Associates","10308","1002","2015","40.439","-74.3444","North Jersey Energy Associates, LP","NextEra Energy Resources",
"NJ","North Jersey Energy Associates","10308","1002","2016","40.439","-74.3444","North Jersey Energy Associates, LP","NextEra Energy Resources",
"NJ","Paulsboro Refining Company LLC","50628","748001","2015","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","748001","2016","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","749001","2015","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","749001","2016","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","751001","2015","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","751001","2016","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","752001","2015","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","752001","2016","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","780001","2015","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Paulsboro Refining Company LLC","50628","780001","2016","39.84","-75.2583","PBF Energy","PBF Energy",
"NJ","Pedricktown Cogeneration Plant","10099","001001","2015","39.7661","-75.4242","Pedricktown Cogeneration Co., LP","Ethos Energy Power Plant Services, Wood Group Power Operations, Inc.",
"NJ","Pedricktown Cogeneration Plant","10099","001001","2016","39.7661","-75.4242","Pedricktown Cogeneration Co., LP","Ethos Energy Power Plant Services",
"NJ","Red Oak Power, LLC","55239","1","2015","40.4481","-74.3497","Red Oak Power, LLC","Sayreville, LLC",
"NJ","Red Oak Power, LLC","55239","1","2016","40.4481","-74.3497","Red Oak Power, LLC","Sayreville, LLC",
"NJ","Red Oak Power, LLC","55239","2","2015","40.4481","-74.3497","Red Oak Power, LLC","Sayreville, LLC",
"NJ","Red Oak Power, LLC","55239","2","2016","40.4481","-74.3497","Red Oak Power, LLC","Sayreville, LLC",
"NJ","Red Oak Power, LLC","55239","3","2015","40.4481","-74.3497","Red Oak Power, LLC","Sayreville, LLC",
"NJ","Red Oak Power, LLC","55239","3","2016","40.4481","-74.3497","Red Oak Power, LLC","Sayreville, LLC",
"NJ","Salem Generating Station","2410","2001","2015","39.4625","-75.5333","PSEG Nuclear, LLC","PSEG Nuclear, LLC",
"NJ","Salem Generating Station","2410","2001","2016","39.4625","-75.5333","PSEG Nuclear, LLC","PSEG Nuclear, LLC",
"NJ","Sayreville","2390","012001","2015","40.4753","-74.3552","NRG REMA LLC","NRG REMA LLC",
"NJ","Sayreville","2390","012001","2016","40.4753","-74.3552","NRG REMA LLC","NRG REMA LLC",
"NJ","Sayreville","2390","014001","2015","40.4753","-74.3552","NRG REMA LLC","NRG REMA LLC",
"NJ","Sayreville","2390","014001","2016","40.4753","-74.3552","NRG REMA LLC","NRG REMA LLC",
"NJ","Sayreville","2390","015001","2015","40.4753","-74.3552","NRG REMA LLC","NRG REMA LLC",
"NJ","Sayreville","2390","015001","2016","40.4753","-74.3552","NRG REMA LLC","NRG REMA LLC",
"NJ","Sayreville","2390","016001","2015","40.4753","-74.3552","NRG REMA LLC","NRG REMA LLC",
"NJ","Sayreville","2390","016001","2016","40.4753","-74.3552","NRG REMA LLC","NRG REMA LLC",
"NJ","Sewaren Generating Station","2411","1","2015","40.5564","-74.2461","PSEG","PSEG",
"NJ","Sewaren Generating Station","2411","1","2016","40.5564","-74.2461","PSEG Fossil, LLC, PSEG Power, LLC","PSEG Fossil, LLC, PSEG Power, LLC",
"NJ","Sewaren Generating Station","2411","12001","2015","40.5564","-74.2461","PSEG","PSEG",
"NJ","Sewaren Generating Station","2411","2","2015","40.5564","-74.2461","PSEG","PSEG",
"NJ","Sewaren Generating Station","2411","2","2016","40.5564","-74.2461","PSEG Fossil, LLC, PSEG Power, LLC","PSEG Fossil, LLC, PSEG Power, LLC",
"NJ","Sewaren Generating Station","2411","3","2015","40.5564","-74.2461","PSEG","PSEG",
"NJ","Sewaren Generating Station","2411","3","2016","40.5564","-74.2461","PSEG Fossil, LLC, PSEG Power, LLC","PSEG Fossil, LLC, PSEG Power, LLC",
"NJ","Sewaren Generating Station","2411","4","2015","40.5564","-74.2461","PSEG","PSEG",
"NJ","Sewaren Generating Station","2411","4","2016","40.5564","-74.2461","PSEG Fossil, LLC, PSEG Power, LLC","PSEG Fossil, LLC, PSEG Power, LLC",
"NJ","Sherman Avenue","7288","1","2015","39.451","-75.0578","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","Sherman Avenue","7288","1","2016","39.451","-75.0578","Calpine New Jersey Generation, LLC","Calpine Operating Services Company, Inc.",
"NJ","Werner","2385","009001","2015","40.4906","-74.2814","NRG REMA LLC","NRG REMA LLC",
"NJ","Werner","2385","010001","2015","40.4906","-74.2814","NRG REMA LLC","NRG REMA LLC",
"NJ","Werner","2385","011001","2015","40.4906","-74.2814","NRG REMA LLC","NRG REMA LLC",
"NJ","Werner","2385","012001","2015","40.4906","-74.2814","NRG REMA LLC","NRG REMA LLC",
"NJ","West Deptford Energy Station","56963","E101","2015","39.8418","-75.2214","West Deptford Energy Associates Urban Renewal, LP","West Deptford Energy, LLC",
"NJ","West Deptford Energy Station","56963","E101","2016","39.8418","-75.2214","West Deptford Energy Associates Urban Renewal, LP","West Deptford Energy, LLC",
"NJ","West Deptford Energy Station","56963","E102","2015","39.8418","-75.2214","West Deptford Energy Associates Urban Renewal, LP","West Deptford Energy, LLC",
"NJ","West Deptford Energy Station","56963","E102","2016","39.8418","-75.2214","West Deptford Energy Associates Urban Renewal, LP","West Deptford Energy, LLC",
"NJ","West Station","6776","002001","2015","39.4903","-75.0486","City of Vineland","City of Vineland",
"NJ","West Station","6776","002001","2016","39.4903","-75.0486","City of Vineland","City of Vineland",
"NJ","Woodbridge Energy Center","57839","0001","2015","40.515","-74.3192","CPV Shore, LLC","CPV Shore, LLC",
"NJ","Woodbridge Energy Center","57839","0001","2016","40.515","-74.3192","CPV Shore, LLC","CPV Shore, LLC",
"NJ","Woodbridge Energy Center","57839","0002","2015","40.515","-74.3192","CPV Shore, LLC","CPV Shore, LLC",
"NJ","Woodbridge Energy Center","57839","0002","2016","40.515","-74.3192","CPV Shore, LLC","CPV Shore, LLC",
"NM","Afton Generating Station","55210","0001","2015","32.1134","-106.848","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Afton Generating Station","55210","0001","2016","32.1134","-106.848","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Bluffview Power Plant","55977","CTG-1","2015","36.7164","-108.2153","City of Farmington Electric Utility System","City of Farmington Electric Utility System",
"NM","Bluffview Power Plant","55977","CTG-1","2016","36.7164","-108.2153","City of Farmington Electric Utility System","City of Farmington Electric Utility System",
"NM","Cunningham","2454","121B","2015","32.7131","-103.3533","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Cunningham","2454","121B","2016","32.7131","-103.3533","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Cunningham","2454","122B","2015","32.7131","-103.3533","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Cunningham","2454","122B","2016","32.7131","-103.3533","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Cunningham","2454","123T","2015","32.7131","-103.3533","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Cunningham","2454","123T","2016","32.7131","-103.3533","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Cunningham","2454","124T","2015","32.7131","-103.3533","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Cunningham","2454","124T","2016","32.7131","-103.3533","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Escalante ","87","1","2015","35.4159","-108.082","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Escalante ","87","1","2016","35.4159","-108.082","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Four Corners Steam Elec Station","2442","4","2015","36.69","-108.4814","Arizona Public Service Company, El Paso Electric Company, Public Service Company of New Mexico, Salt River Project, Tucson Electric Power Company","Arizona Public Service Company",
"NM","Four Corners Steam Elec Station","2442","4","2016","36.69","-108.4814","Arizona Public Service Company, El Paso Electric Company, Public Service Company of New Mexico, Salt River Project, Tucson Electric Power Company","Arizona Public Service Company",
"NM","Four Corners Steam Elec Station","2442","5","2015","36.69","-108.4814","Arizona Public Service Company, El Paso Electric Company, Public Service Company of New Mexico, Salt River Project, Tucson Electric Power Company","Arizona Public Service Company",
"NM","Four Corners Steam Elec Station","2442","5","2016","36.69","-108.4814","Arizona Public Service Company, El Paso Electric Company, Public Service Company of New Mexico, Salt River Project, Tucson Electric Power Company","Arizona Public Service Company",
"NM","Hobbs Generating Station","56458","HOBB1","2015","32.7282","-103.3095","Lea Power Partners, LLC","CAMS, LLC",
"NM","Hobbs Generating Station","56458","HOBB1","2016","32.7282","-103.3095","Lea Power Partners, LLC","CAMS, LLC",
"NM","Hobbs Generating Station","56458","HOBB2","2015","32.7282","-103.3095","Lea Power Partners, LLC","CAMS, LLC",
"NM","Hobbs Generating Station","56458","HOBB2","2016","32.7282","-103.3095","Lea Power Partners, LLC","CAMS, LLC",
"NM","La Luz Energy Center","58284","1","2016","34.6016","-106.8015","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Lordsburg Generating Station","7967","1","2015","32.3494","-108.6975","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Lordsburg Generating Station","7967","1","2016","32.3494","-108.6975","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Lordsburg Generating Station","7967","2","2015","32.3494","-108.6975","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Lordsburg Generating Station","7967","2","2016","32.3494","-108.6975","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Luna Energy Facility","55343","CTG1","2015","32.2983","-107.78","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Luna Energy Facility","55343","CTG1","2016","32.2983","-107.78","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Luna Energy Facility","55343","CTG2","2015","32.2983","-107.78","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Luna Energy Facility","55343","CTG2","2016","32.2983","-107.78","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Maddox","2446","051B","2015","32.7131","-103.31","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Maddox","2446","051B","2016","32.7131","-103.31","Southwestern Public Service Company","Southwestern Public Service Company",
"NM","Milagro Cogeneration and Gas Plant","54814","1","2015","36.7367","-107.9417","Williams Flexible Generation, LLC","Williams Four Corners LLC",
"NM","Milagro Cogeneration and Gas Plant","54814","1","2016","36.7367","-107.9417","Williams Flexible Generation, LLC","Williams Four Corners LLC",
"NM","Milagro Cogeneration and Gas Plant","54814","2","2015","36.7367","-107.9417","Williams Flexible Generation, LLC","Williams Four Corners LLC",
"NM","Milagro Cogeneration and Gas Plant","54814","2","2016","36.7367","-107.9417","Williams Flexible Generation, LLC","Williams Four Corners LLC",
"NM","Pyramid Generating Station","7975","1","2015","32.2363","-108.5494","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Pyramid Generating Station","7975","1","2016","32.2363","-108.5494","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Pyramid Generating Station","7975","2","2015","32.2363","-108.5494","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Pyramid Generating Station","7975","2","2016","32.2363","-108.5494","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Pyramid Generating Station","7975","3","2015","32.2363","-108.5494","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Pyramid Generating Station","7975","3","2016","32.2363","-108.5494","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Pyramid Generating Station","7975","4","2015","32.2363","-108.5494","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Pyramid Generating Station","7975","4","2016","32.2363","-108.5494","Tri-State Generation & Transmission","Tri-State Generation & Transmission",
"NM","Reeves Generating Station","2450","1","2015","35.1716","-106.6019","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Reeves Generating Station","2450","1","2016","35.1716","-106.6019","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Reeves Generating Station","2450","2","2015","35.1716","-106.6019","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Reeves Generating Station","2450","2","2016","35.1716","-106.6019","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Reeves Generating Station","2450","3","2015","35.1716","-106.6019","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Reeves Generating Station","2450","3","2016","35.1716","-106.6019","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Rio Bravo Generating Station","55039","GT-1","2015","35.026","-106.644","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Rio Bravo Generating Station","55039","GT-1","2016","35.026","-106.644","Public Service Company of New Mexico","Public Service Company of New Mexico",
"NM","Rio Grande","2444","6","2015","31.8047","-106.5472","El Paso Electric Company","El Paso Electric Company",
"NM","Rio Grande","2444","6","2016","31.8047","-106.5472","El Paso Electric Company","El Paso Electric Company",
"NM","Rio Grande","2444","7","2015","31.8047","-106.5472","El Paso Electric Company","El Paso Electric Company",
"NM","Rio Grande","2444","7","2016","31.8047","-106.5472","El Paso Electric Company","El Paso Electric Company",
"NM","Rio Grande","2444","8","2015","31.8047","-106.5472","El Paso Electric Company","El Paso Electric Company",
"NM","Rio Grande","2444","8","2016","31.8047","-106.5472","El Paso Electric Company","El Paso Electric Company",
"NM","Rio Grande","2444","9","2015","31.8047","-106.5472","El Paso Electric Company","El Paso Electric Company",
"NM","Rio Grande","2444","9","2016","31.8047","-106.5472","El Paso Electric Company","El Paso Electric Company",
"NM","San Juan","2451","1","2015","36.8006","-108.4386","Public Service Company of New Mexico, Tucson Electric Power Company","Public Service Company of New Mexico",
"NM","San Juan","2451","1","2016","36.8006","-108.4386","Public Service Company of New Mexico, Tucson Electric Power Company","Public Service Company of New Mexico",
"NM","San Juan","2451","2","2015","36.8006","-108.4386","Public Service Company of New Mexico, Tucson Electric Power Company","Public Service Company of New Mexico",
"NM","San Juan","2451","2","2016","36.8006","-108.4386","Public Service Company of New Mexico, Tucson Electric Power Company","Public Service Company of New Mexico",
"NM","San Juan","2451","3","2015","36.8006","-108.4386","Public Service Company of New Mexico, South California Public Power Authority, Tri-State Generation & Transmission","Public Service Company of New Mexico",
"NM","San Juan","2451","3","2016","36.8006","-108.4386","Public Service Company of New Mexico, South California Public Power Authority, Tri-State Generation & Transmission","Public Service Company of New Mexico",
"NM","San Juan","2451","4","2015","36.8006","-108.4386","City of Anaheim, City of Farmington Electric Utility System, Los Alamos County, M-S-R, Public Service Company of New Mexico, Utah Associated Municipal Power Systems","Public Service Company of New Mexico",
"NM","San Juan","2451","4","2016","36.8006","-108.4386","City of Anaheim, City of Farmington Electric Utility System, Los Alamos County, M-S-R, Public Service Company of New Mexico, Utah Associated Municipal Power Systems","Public Service Company of New Mexico",
"NM","Valencia Power Plant","55802","CTG1","2015","34.6063","-106.732","Valencia Power, LLC","Valencia Power, LLC",
"NM","Valencia Power Plant","55802","CTG1","2016","34.6063","-106.732","Valencia Power, LLC","Valencia Power, LLC",
"NV","Apex Generating Station","55514","CTG01","2015","36.4178","-114.9622","Las Vegas Power Company, LLC","Las Vegas Power Company, LLC",
"NV","Apex Generating Station","55514","CTG01","2016","36.4178","-114.9622","Las Vegas Power Company, LLC","Las Vegas Power Company, LLC",
"NV","Apex Generating Station","55514","CTG02","2015","36.4178","-114.9622","Las Vegas Power Company, LLC","Las Vegas Power Company, LLC",
"NV","Apex Generating Station","55514","CTG02","2016","36.4178","-114.9622","Las Vegas Power Company, LLC","Las Vegas Power Company, LLC",
"NV","Chuck Lenzie Generating Station","55322","CTG-1","2015","36.3853","-114.9228","NV Energy","NV Energy",
"NV","Chuck Lenzie Generating Station","55322","CTG-1","2016","36.3853","-114.9228","NV Energy","NV Energy",
"NV","Chuck Lenzie Generating Station","55322","CTG-2","2015","36.3853","-114.9228","NV Energy","NV Energy",
"NV","Chuck Lenzie Generating Station","55322","CTG-2","2016","36.3853","-114.9228","NV Energy","NV Energy",
"NV","Chuck Lenzie Generating Station","55322","CTG-3","2015","36.3853","-114.9228","NV Energy","NV Energy",
"NV","Chuck Lenzie Generating Station","55322","CTG-3","2016","36.3853","-114.9228","NV Energy","NV Energy",
"NV","Chuck Lenzie Generating Station","55322","CTG-4","2015","36.3853","-114.9228","NV Energy","NV Energy",
"NV","Chuck Lenzie Generating Station","55322","CTG-4","2016","36.3853","-114.9228","NV Energy","NV Energy",
"NV","Clark","2322","11A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","11A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","11B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","11B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","12A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","12A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","12B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","12B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","13A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","13A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","13B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","13B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","14A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","14A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","14B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","14B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","15A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","15A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","15B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","15B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","16A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","16A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","16B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","16B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","17A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","17A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","17B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","17B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","18A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","18A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","18B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","18B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","19A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","19A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","19B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","19B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","20A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","20A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","20B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","20B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","21A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","21A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","21B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","21B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","22A","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","22A","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","22B","2015","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Clark","2322","22B","2016","36.0875","-115.0507","NV Energy","NV Energy",
"NV","Desert Star Energy Center","55077","EDE1","2015","35.7867","-114.9928","San Diego Gas and Electric Company","San Diego Gas and Electric Company",
"NV","Desert Star Energy Center","55077","EDE1","2016","35.7867","-114.9928","San Diego Gas and Electric Company","San Diego Gas and Electric Company",
"NV","Desert Star Energy Center","55077","EDE2","2015","35.7867","-114.9928","San Diego Gas and Electric Company","San Diego Gas and Electric Company",
"NV","Desert Star Energy Center","55077","EDE2","2016","35.7867","-114.9928","San Diego Gas and Electric Company","San Diego Gas and Electric Company",
"NV","Fort Churchill","2330","1","2015","39.1281","-119.1319","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Fort Churchill","2330","1","2016","39.1281","-119.1319","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Fort Churchill","2330","2","2015","39.1281","-119.1319","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Fort Churchill","2330","2","2016","39.1281","-119.1319","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Harry Allen","7082","**3","2015","36.425","-114.9","NV Energy","NV Energy",
"NV","Harry Allen","7082","**3","2016","36.425","-114.9","NV Energy","NV Energy",
"NV","Harry Allen","7082","**4","2015","36.425","-114.9","NV Energy","NV Energy",
"NV","Harry Allen","7082","**4","2016","36.425","-114.9","NV Energy","NV Energy",
"NV","Harry Allen","7082","**5","2015","36.425","-114.9","NV Energy","NV Energy",
"NV","Harry Allen","7082","**5","2016","36.425","-114.9","NV Energy","NV Energy",
"NV","Harry Allen","7082","**6","2015","36.425","-114.9","NV Energy","NV Energy",
"NV","Harry Allen","7082","**6","2016","36.425","-114.9","NV Energy","NV Energy",
"NV","Las Vegas Generating Station","10761","1","2015","36.2317","-115.1235","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.",
"NV","Las Vegas Generating Station","10761","1","2016","36.2317","-115.1235","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Las Vegas Generating Station","10761","2","2015","36.2317","-115.1235","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.",
"NV","Las Vegas Generating Station","10761","2","2016","36.2317","-115.1235","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Las Vegas Generating Station","10761","3","2015","36.2317","-115.1235","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.",
"NV","Las Vegas Generating Station","10761","3","2016","36.2317","-115.1235","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Las Vegas Generating Station","10761","4","2015","36.2317","-115.1235","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.",
"NV","Las Vegas Generating Station","10761","4","2016","36.2317","-115.1235","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Las Vegas Generating Station","10761","5","2015","36.2317","-115.1235","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.","Nevada Power Company dba NV Energy, Southwest Generation Operating Co.",
"NV","Las Vegas Generating Station","10761","5","2016","36.2317","-115.1235","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","North Valmy","8224","1","2015","40.8831","-117.1542","Idaho Power Company, Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","North Valmy","8224","1","2016","40.8831","-117.1542","Idaho Power Company, Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","North Valmy","8224","2","2015","40.8831","-117.1542","Idaho Power Company, Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","North Valmy","8224","2","2016","40.8831","-117.1542","Idaho Power Company, Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Reid Gardner","2324","4","2015","36.6531","-114.6364","NV Energy","NV Energy",
"NV","Reid Gardner","2324","4","2016","36.6531","-114.6364","NV Energy","NV Energy",
"NV","Silverhawk","55841","A01","2015","36.4078","-114.9603","NV Energy, Southern Nevada Water Authority","NV Energy",
"NV","Silverhawk","55841","A01","2016","36.4078","-114.9603","NV Energy, Southern Nevada Water Authority","NV Energy",
"NV","Silverhawk","55841","A03","2015","36.4078","-114.9603","NV Energy, Southern Nevada Water Authority","NV Energy",
"NV","Silverhawk","55841","A03","2016","36.4078","-114.9603","NV Energy, Southern Nevada Water Authority","NV Energy",
